player_id,web_name,position,XP,EEO,Price
36,Cash,DEF,3.276873279544266,50.0,47
291,Tarkowski,DEF,3.249620226279205,3.5,58
37,Digne,DEF,3.2229152513088892,1.7,45
673,J.Palhinha,MID,3.2225020583289767,0.7,55
47,Rogers,MID,3.2061068265903843,54.0,73
113,Van den Berg,DEF,3.177880593045524,19.0,44
570,Danso,DEF,3.174831161069436,3.8,42
417,Cherki,MID,3.1200322836760663,2.5,66
381,M.Salah,MID,3.077347201891793,1.1,140
531,Ballard,DEF,3.0099566847508417,0.5,46
477,Livramento,DEF,3.0079460863366716,0.1,49
670,Roefs,GK,2.9788096259273122,0.7,48
610,Wan-Bissaka,DEF,2.9513502541222496,0.2,41
470,Dúbravka,GK,2.9432038454934495,4.4,40
427,Reijnders,MID,2.8979334940962485,0.7,50
267,Sarr,MID,2.8464263777368313,17.2,64
198,Tuanzebe,DEF,2.732027374905214,0.4,39
582,Kudus,MID,2.714593653380724,2.5,64
110,Kayode,DEF,2.7005049998412236,2.3,46
100,Kroupi.Jr,FWD,2.6584926470588233,1.3,46
603,Diouf,DEF,2.6511737835340137,0.1,41
82,Semenyo,MID,2.5686113737567537,27.7,81
347,Gudmundsson,DEF,2.558352414915991,0.1,38
419,Grealish,MID,2.425823986737155,1.4,63
101,Kelleher,GK,2.42391000481023,11.1,48
299,Ndiaye,MID,2.3788253527239056,8.3,63
668,Xhaka,MID,2.362481818246534,1.6,51
624,Bowen,FWD,2.3575882352941178,1.8,77
726,Kolo Muani,FWD,2.332610294117647,0.2,69
541,Reinildo,DEF,2.2906037435743714,2.1,38
124,Henderson,MID,2.2179480894378516,0.2,50
372,Robertson,DEF,2.1808862956531874,0.1,57
200,Anthony,MID,2.171164604384203,0.1,50
303,Garner,MID,2.1312727036286248,0.1,52
597,Richarlison,FWD,2.055330882352941,1.2,64
469,Pope,GK,2.0373833591039694,0.1,50
120,Schade,MID,2.000860923613671,43.0,68
50,Buendía,MID,1.8849765732730874,0.3,53
612,L.Paquetá,MID,1.883883782053812,0.3,59
335,King,MID,1.8352825490724918,0.7,44
64,Watkins,FWD,1.774470588235294,2.5,87
241,Caicedo,MID,1.732446790565471,2.3,57
661,Ekitiké,FWD,1.5688235294117647,0.2,90
560,Isidor,FWD,1.5386470588235295,0.4,50
167,Baleba,MID,1.4830665141913704,0.1,45
683,Alderete,DEF,1.3715934177246099,1.1,41
238,Estêvão,MID,1.244705882352941,0.2,64
276,Devenny,MID,1.186764705882353,0.3,43
311,Beto,FWD,0.899264705882353,0.1,51
485,Gordon,MID,0.5945588235294117,0.2,73
